Inference for Bugs model at "model_0.bug", fit using jags,
 3 chains, each with 2e+05 iterations (first 1e+05 discarded), n.thin = 100
 n.sims = 3000 iterations saved
             mu.vect sd.vect     2.5%      25%      50%      75%
L0_mean       58.233   1.903   54.356   57.042   58.215   59.489
L_pred[72]    91.445   1.095   89.319   90.704   91.437   92.181
L_pred[73]    91.908   1.093   89.786   91.166   91.900   92.649
L_pred[74]    92.371   1.091   90.261   91.630   92.360   93.106
L_pred[75]    92.834   1.089   90.715   92.095   92.823   93.565
L_pred[76]    93.297   1.088   91.168   92.559   93.284   94.028
L_pred[77]    93.759   1.087   91.629   93.025   93.749   94.485
L_pred[78]    94.222   1.087   92.089   93.489   94.210   94.948
L_pred[79]    94.684   1.086   92.541   93.952   94.671   95.411
L_pred[80]    95.146   1.087   93.014   94.407   95.138   95.872
L_pred[81]    95.608   1.087   93.487   94.876   95.602   96.335
L_pred[82]    96.070   1.088   93.961   95.340   96.059   96.795
L_pred[83]    96.532   1.089   94.414   95.800   96.529   97.253
L_pred[84]    96.993   1.090   94.862   96.262   96.995   97.718
L_pred[85]    97.455   1.092   95.323   96.729   97.463   98.175
L_pred[86]    97.916   1.094   95.791   97.186   97.920   98.639
L_pred[87]    98.377   1.096   96.258   97.643   98.382   99.101
L_pred[88]    98.838   1.099   96.690   98.104   98.839   99.563
L_pred[89]    99.299   1.102   97.149   98.565   99.307  100.025
L_pred[90]    99.760   1.105   97.609   99.023   99.763  100.492
L_pred[91]   100.221   1.109   98.045   99.478  100.225  100.961
L_pred[92]   100.682   1.113   98.498   99.944  100.689  101.422
L_pred[93]   101.142   1.117   98.956  100.406  101.152  101.881
L_pred[94]   101.602   1.121   99.413  100.863  101.612  102.347
L_pred[95]   102.063   1.126   99.871  101.316  102.073  102.816
L_pred[96]   102.523   1.131  100.318  101.780  102.531  103.284
L_pred[97]   102.983   1.136  100.767  102.236  102.991  103.740
L_pred[98]   103.442   1.142  101.224  102.701  103.449  104.201
L_pred[99]   103.902   1.148  101.682  103.162  103.907  104.661
